Adaption Step,loss,intra_session_acc,statistical_loss
79,67.16536167039523,1.1155835006918227,"tensor(-0.0229, device='cuda:0', grad_fn=<AddBackward0>)"
80,67.12807606263982,1.125931101185935,"tensor(-0.0956, device='cuda:0', grad_fn=<AddBackward0>)"
81,65.97688292319165,1.218784069287635,"tensor(0.0467, device='cuda:0', grad_fn=<AddBackward0>)"
82,65.97688292319165,1.1877138513539518,"tensor(0.0212, device='cuda:0', grad_fn=<AddBackward0>)"
83,65.86502609992543,1.153772277846223,"tensor(0.1354, device='cuda:0', grad_fn=<AddBackward0>)"
84,65.4269202087994,1.1567259691655636,"tensor(-0.0268, device='cuda:0', grad_fn=<AddBackward0>)"
85,65.20320656226697,1.1590693910561858,"tensor(-0.0486, device='cuda:0', grad_fn=<AddBackward0>)"
86,65.77181208053692,1.118277033347459,"tensor(0.0029, device='cuda:0', grad_fn=<AddBackward0>)"
87,66.34041759880687,1.089442975641716,"tensor(-0.2062, device='cuda:0', grad_fn=<AddBackward0>)"
88,66.29847129008203,1.118047909367652,"tensor(-0.0627, device='cuda:0', grad_fn=<AddBackward0>)"
89,65.01211782252051,1.2360185489413285,"tensor(-0.0954, device='cuda:0', grad_fn=<AddBackward0>)"
90,64.18717375093215,1.3250242759074484,"tensor(-0.0569, device='cuda:0', grad_fn=<AddBackward0>)"
91,64.42486950037285,1.3032141953174556,"tensor(-0.1277, device='cuda:0', grad_fn=<AddBackward0>)"
92,66.34973900074571,1.1472432688765584,"tensor(-0.2447, device='cuda:0', grad_fn=<AddBackward0>)"
93,67.61744966442953,1.072140215053445,"tensor(0.0790, device='cuda:0', grad_fn=<AddBackward0>)"
94,67.4496644295302,1.0684846779775052,"tensor(-0.0893, device='cuda:0', grad_fn=<AddBackward0>)"
95,66.50820283370619,1.112898055641424,"tensor(0.1114, device='cuda:0', grad_fn=<AddBackward0>)"
96,65.389634601044,1.170031037004221,"tensor(-0.0775, device='cuda:0', grad_fn=<AddBackward0>)"
97,65.0307606263982,1.1861586540582634,"tensor(0.1186, device='cuda:0', grad_fn=<AddBackward0>)"
98,65.00279642058166,1.2253357332554602,"tensor(0.1998, device='cuda:0', grad_fn=<AddBackward0>)"
99,65.06338553318419,1.25072797095137,"tensor(-0.2698, device='cuda:0', grad_fn=<AddBackward0>)"
